I tried this it doesn't work;If you have any questions regarding our website lufthansa.com or the mobile Lufthansa App, our IT support team will be happy to help you. You can find the telephone number for your country at https://www.lh.com/xx/en/help-and-contact#help\n\nThe telephone number for Germany is: +49 69 86 799 699
it says error;If you have any questions regarding our website lufthansa.com or the mobile Lufthansa App, our IT support team will be happy to help you. You can find the telephone number for your country at https://www.lh.com/xx/en/help-and-contact#help\n\nThe telephone number for Germany is: +49 69 86 799 699
error at uploading covid documentation;If you have any questions regarding our website lufthansa.com or the mobile Lufthansa App, our IT support team will be happy to help you. You can find the telephone number for your country at https://www.lh.com/xx/en/help-and-contact#help\n\nThe telephone number for Germany is: +49 69 86 799 699
The website is not working;If you have any questions regarding our website lufthansa.com or the mobile Lufthansa App, our IT support team will be happy to help you. You can find the telephone number for your country at https://www.lh.com/xx/en/help-and-contact#help\n\nThe telephone number for Germany is: +49 69 86 799 699
I can't open the app;If you have any questions regarding our website lufthansa.com or the mobile Lufthansa App, our IT support team will be happy to help you. You can find the telephone number for your country at https://www.lh.com/xx/en/help-and-contact#help\n\nThe telephone number for Germany is: +49 69 86 799 699
The page is not loading correctly;If you have any questions regarding our website lufthansa.com or the mobile Lufthansa App, our IT support team will be happy to help you. You can find the telephone number for your country at https://www.lh.com/xx/en/help-and-contact#help\n\nThe telephone number for Germany is: +49 69 86 799 699
I am receiving error messages;If you have any questions regarding our website lufthansa.com or the mobile Lufthansa App, our IT support team will be happy to help you. You can find the telephone number for your country at https://www.lh.com/xx/en/help-and-contact#help\n\nThe telephone number for Germany is: +49 69 86 799 699
The app keeps crashing;If you have any questions regarding our website lufthansa.com or the mobile Lufthansa App, our IT support team will be happy to help you. You can find the telephone number for your country at https://www.lh.com/xx/en/help-and-contact#help\n\nThe telephone number for Germany is: +49 69 86 799 699
How can I get a passenger receipt?;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
How do I get an invoice?;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
I need a receipt for my flight;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
invoice request;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
i need a receipt for baggage purchase;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
receipt;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
I need my past booking receipt;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
I can't get the invoice online;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
I need a copy of an invoice;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
taxes and fees;Let me quickly show you where you can easily access and download your passenger receipt: https://www.lh.com/xx/en/passenger-receipt\n\nPlease note: Your passenger receipt will be available for you to download immediately after your ticket has been issued and for up to 90 days after your journey has been completed.
What can I take in my carry-on baggage?;You can find extensive information on carry-on baggage and allowed items in carry-on baggage on this website: https://www.lh.com/xx/en/carry-on-baggage
Which items of carry-on baggage am I allowed to take?;You can find extensive information on carry-on baggage and allowed items in carry-on baggage on this website: https://www.lh.com/xx/en/carry-on-baggage
I want to know if I my laptop bag is allowed as additional carry-on bag;You can find extensive information on carry-on baggage and allowed items in carry-on baggage on this website: https://www.lh.com/xx/en/carry-on-baggage
Carry-on luggage;You can find extensive information on carry-on baggage and allowed items in carry-on baggage on this website: https://www.lh.com/xx/en/carry-on-baggage
Small bag;You can find extensive information on carry-on baggage and allowed items in carry-on baggage on this website: https://www.lh.com/xx/en/carry-on-baggage
Additional carryon bag;You can find extensive information on carry-on baggage and allowed items in carry-on baggage on this website: https://www.lh.com/xx/en/carry-on-baggage
Can I take my camera gear as additional carry-on baggage?;You can find extensive information on carry-on baggage and allowed items in carry-on baggage on this website: https://www.lh.com/xx/en/carry-on-baggage
I want to take my camera equipment as additional carry-on baggage;You can find extensive information on carry-on baggage and allowed items in carry-on baggage on this website: https://www.lh.com/xx/en/carry-on-baggage
Can I take my tripod as carry-on into the cabin?;You can find extensive information on carry-on baggage and allowed items in carry-on baggage on this website: https://www.lh.com/xx/en/carry-on-baggage
The service center doesn't answer;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
Wait at the call center is too long;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
I cannot reach anybody in the call center;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
I cannot come in contact with you by phone;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
why is no one picking up the phone?;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
i have been on hold trying to get to speak to someone;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
they don't answer the phone;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
service center is unreachable;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
waiting time is too long;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
I can't reach the service center.;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
call me back;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
Can I speak to someone?;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
and no one picks up;"I'm sorry to hear that you cannot reach our service centers right now. Due to a very high number of calls, waiting time is currently longer than normal.\n\nIf you want to inform yourself about rebooking and refund options, I invite you to type ""mainmenu"". You'll see a number of options on how to proceed, based on your situation.\n\nFor more complex questions, I'd kindly ask you for some patience when calling the service center.\n\nI'd like to apologize for the inconvenience this might cause."
Current flight schedule;You can find information about current offers and destinations here: https://www.lh.com/xx/en/flights
Where is my flight?;You can find information about current offers and destinations here: https://www.lh.com/xx/en/flights
Where do I find your destination list?;You can find information about current offers and destinations here: https://www.lh.com/xx/en/flights
Is valet parking available for First class guests at Frankfurt and Munich airport?;Valet parking is available at Frankfurt and Munich airport.
Is the First Class Terminal open at Frankfurt airport?;The First Class Terminal is open at Frankfurt airport.
first class terminal;The First Class Terminal is open at Frankfurt airport.
Is the 1st class terminal Frankfurt aiport open?;The First Class Terminal is open at Frankfurt airport.
Where can I find out where to drop off the strollers I borrowed at the airport?;You can find out at the check-in or in Frankfurt via the Fraport Welcome Center or through this phone number + 49 180 6372 4636
Is the First Class Check-in available?;Yes, First Class Check-in is available at the First Class Terminal at Frankfurt airport.
What is the baggage allowance for babies (age 0-2) and children (older than 2)?;Please find the most recent information on free baggage rules here:\n\nhttps://www.lh.com/de/en/free-baggage-rules
kids luggage;Please find the most recent information on free baggage rules here:\n\nhttps://www.lh.com/de/en/free-baggage-rules
Can I check in via the app, if online check-in is not possible in certain countries?;In the event that you are unable to obtain a boarding pass when checking in online, you can obtain a check-in confirmation exclusively via the app. With this confirmation you will receive your boarding pass quickly and easily at the check-in counter of your departure airport. As usual, you will also receive all app notifications in case of information updates and irregularities.
Opening hours of lounges;You can find a current overview of our lounges, their opening hours, the location, which lounge you can use and additional information through the lounge finder:\nhttps://www.lh.com/xx/en/lounges
Is the business class lounge open?;You can find a current overview of our lounges, their opening hours, the location, which lounge you can use and additional information through the lounge finder:\nhttps://www.lh.com/xx/en/lounges
Are the lounges open?;You can find a current overview of our lounges, their opening hours, the location, which lounge you can use and additional information through the lounge finder:\nhttps://www.lh.com/xx/en/lounges
I want to access the lounge;You can find a current overview of our lounges, their opening hours, the location, which lounge you can use and additional information through the lounge finder:\nhttps://www.lh.com/xx/en/lounges
Where is the lounge;You can find a current overview of our lounges, their opening hours, the location, which lounge you can use and additional information through the lounge finder:\nhttps://www.lh.com/xx/en/lounges
lounges in airport;You can find a current overview of our lounges, their opening hours, the location, which lounge you can use and additional information through the lounge finder:\nhttps://www.lh.com/xx/en/lounges
which lounge is open;You can find a current overview of our lounges, their opening hours, the location, which lounge you can use and additional information through the lounge finder:\nhttps://www.lh.com/xx/en/lounges
Can I purchase lounge access while traveling in Economy Class?;Of course, you can purchase Lounge access as an Economy Class passenger (availability limited). To do so, present your valid Lufthansa boarding pass at the lounge entrance and simply pay by credit card or book lounge access online before your trip: https://lufthansa.travelintegration.com/lounges
Lounge access for economy class passengers;Of course, you can purchase Lounge access as an Economy Class passenger (availability limited). To do so, present your valid Lufthansa boarding pass at the lounge entrance and simply pay by credit card or book lounge access online before your trip: https://lufthansa.travelintegration.com/lounges
Buy access to lounge;Of course, you can purchase Lounge access as an Economy Class passenger (availability limited). To do so, present your valid Lufthansa boarding pass at the lounge entrance and simply pay by credit card or book lounge access online before your trip: https://lufthansa.travelintegration.com/lounges
Purchase lounge access;Of course, you can purchase Lounge access as an Economy Class passenger (availability limited). To do so, present your valid Lufthansa boarding pass at the lounge entrance and simply pay by credit card or book lounge access online before your trip: https://lufthansa.travelintegration.com/lounges
How can I buy access to lounges?;Of course, you can purchase Lounge access as an Economy Class passenger (availability limited). To do so, present your valid Lufthansa boarding pass at the lounge entrance and simply pay by credit card or book lounge access online before your trip: https://lufthansa.travelintegration.com/lounges
Is my seat reservation guaranteed?;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
Why didn't I get the seat I've reserved?;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
I reserved a different seat;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
Why has my seat reservation changed?;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
I did not get my reserved seat;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
unwanted change of my seat reservation;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
Didn't get the seats I reserved;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
Seat allocation differed from booking;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
unexpected change in seat;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
unwanted seat allocation change;Normally the seat you have reserved will be available to you. However, depending on the load factor of the flight, seating arrangements might be changed at the gate in order to enhance physical distancing on board.\n\nRead why and how operationally necessary seat changes are handled and find more information on advanced seat reservation here: https://www.lh.com/xx/en/seat-reservation#info
Travel with pets in cabin;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Information on pet in cabin;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Price for pets in cabin;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Register pet for flight;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Pet under my seat;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Travel with my rabbit;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
What is the price for a pet in cabin?;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Small dogs;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Dog as carry-on;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Pet as hand luggage;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Rules for taking a pet into passenger cabin;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Can I take my pet with me into the cabin?;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Can I fly with my cat?;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
book my pet in cabin;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
pet in business class cabin;Small pets, who weigh a maximum of 8 kg including a suitable transport container, may be taken with you into the cabin.\n\nPlease make the booking for your pet in cabin at least 72 hours before departure here: https://www.lh.com/xx/en/register-animals-cabin\n\nFurther information on traveling with pets in the cabin, including prices, can be found here: https://www.lh.com/xx/en/animals-as-additional-carry-on-baggage
Baby Bassinets;Special bassinets are available on long-haul flights. They are perfectly suited for babies under 11 kg in weight and under 67 cm in height. Depending on your booking class, a seat reservation fee my apply.\nYou can reserve the bassinet up to 52 hours before departure with the Lufthansa Service Center.\n\nFind further information on flying with a baby here: https://www.lh.com/xx/en/flying-with-baby
Book a bassinet;Special bassinets are available on long-haul flights. They are perfectly suited for babies under 11 kg in weight and under 67 cm in height. Depending on your booking class, a seat reservation fee my apply.\nYou can reserve the bassinet up to 52 hours before departure with the Lufthansa Service Center.\n\nFind further information on flying with a baby here: https://www.lh.com/xx/en/flying-with-baby
How to book a baby bassinet;Special bassinets are available on long-haul flights. They are perfectly suited for babies under 11 kg in weight and under 67 cm in height. Depending on your booking class, a seat reservation fee my apply.\nYou can reserve the bassinet up to 52 hours before departure with the Lufthansa Service Center.\n\nFind further information on flying with a baby here: https://www.lh.com/xx/en/flying-with-baby
baby bed;Special bassinets are available on long-haul flights. They are perfectly suited for babies under 11 kg in weight and under 67 cm in height. Depending on your booking class, a seat reservation fee my apply.\nYou can reserve the bassinet up to 52 hours before departure with the Lufthansa Service Center.\n\nFind further information on flying with a baby here: https://www.lh.com/xx/en/flying-with-baby
baby basket;Special bassinets are available on long-haul flights. They are perfectly suited for babies under 11 kg in weight and under 67 cm in height. Depending on your booking class, a seat reservation fee my apply.\nYou can reserve the bassinet up to 52 hours before departure with the Lufthansa Service Center.\n\nFind further information on flying with a baby here: https://www.lh.com/xx/en/flying-with-baby
we need a cot;Special bassinets are available on long-haul flights. They are perfectly suited for babies under 11 kg in weight and under 67 cm in height. Depending on your booking class, a seat reservation fee my apply.\nYou can reserve the bassinet up to 52 hours before departure with the Lufthansa Service Center.\n\nFind further information on flying with a baby here: https://www.lh.com/xx/en/flying-with-baby
Baby seat;Special bassinets are available on long-haul flights. They are perfectly suited for babies under 11 kg in weight and under 67 cm in height. Depending on your booking class, a seat reservation fee my apply.\nYou can reserve the bassinet up to 52 hours before departure with the Lufthansa Service Center.\n\nFind further information on flying with a baby here: https://www.lh.com/xx/en/flying-with-baby
Hi I would like to book a bassinet;Special bassinets are available on long-haul flights. They are perfectly suited for babies under 11 kg in weight and under 67 cm in height. Depending on your booking class, a seat reservation fee my apply.\nYou can reserve the bassinet up to 52 hours before departure with the Lufthansa Service Center.\n\nFind further information on flying with a baby here: https://www.lh.com/xx/en/flying-with-baby
Wheelchair service;To ensure that you receive the best support, please let us know if you require any assistance for your flight, at least 48 hours before departure. You can find more information on our assistance and wheelchair service here: https://www.lh.com/xx/en/passengers-using-wheelchairs
reserve a wheelchair;To ensure that you receive the best support, please let us know if you require any assistance for your flight, at least 48 hours before departure. You can find more information on our assistance and wheelchair service here: https://www.lh.com/xx/en/passengers-using-wheelchairs
I require a wheelchair for my flight.;To ensure that you receive the best support, please let us know if you require any assistance for your flight, at least 48 hours before departure. You can find more information on our assistance and wheelchair service here: https://www.lh.com/xx/en/passengers-using-wheelchairs
wheelchair service;To ensure that you receive the best support, please let us know if you require any assistance for your flight, at least 48 hours before departure. You can find more information on our assistance and wheelchair service here: https://www.lh.com/xx/en/passengers-using-wheelchairs
personal assistance;To ensure that you receive the best support, please let us know if you require any assistance for your flight, at least 48 hours before departure. You can find more information on our assistance and wheelchair service here: https://www.lh.com/xx/en/passengers-using-wheelchairs
special assistance;To ensure that you receive the best support, please let us know if you require any assistance for your flight, at least 48 hours before departure. You can find more information on our assistance and wheelchair service here: https://www.lh.com/xx/en/passengers-using-wheelchairs
wheel chair;To ensure that you receive the best support, please let us know if you require any assistance for your flight, at least 48 hours before departure. You can find more information on our assistance and wheelchair service here: https://www.lh.com/xx/en/passengers-using-wheelchairs
Wheel chair assistance;To ensure that you receive the best support, please let us know if you require any assistance for your flight, at least 48 hours before departure. You can find more information on our assistance and wheelchair service here: https://www.lh.com/xx/en/passengers-using-wheelchairs
disability;To ensure that you receive the best support, please let us know if you require any assistance for your flight, at least 48 hours before departure. You can find more information on our assistance and wheelchair service here: https://www.lh.com/xx/en/passengers-using-wheelchairs
WiFi access on board;On aircrafts equipped with internet, you can book internet access on board via the FlyNet portal. Please find more information here:\nhttps://www.lh.com/xx/en/flynet\n\nYou can also book WiFi packages from the comfort of your home via the FlyNet app. Packages are valid for the current and the following three calendar years.
How can I connect to the internet on board?;On aircrafts equipped with internet, you can book internet access on board via the FlyNet portal. Please find more information here:\nhttps://www.lh.com/xx/en/flynet\n\nYou can also book WiFi packages from the comfort of your home via the FlyNet app. Packages are valid for the current and the following three calendar years.
